"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"VNO^L","Vornado Realty Trust","24.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^l",
"VJET","voxeljet AG","5.87","$109.18M","2013","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vjet",
"IAE","Voya Asia Pacific High Dividend Equity Income Fund","9.32","$117.91M","2007","n/a","n/a","http://www.nasdaq.com/symbol/iae",
"IHD","Voya Emerging Markets High Income Dividend Equity Fund","8.08","$157.88M","2011","n/a","n/a","http://www.nasdaq.com/symbol/ihd",
"VOYA","Voya Financial, Inc.","40.81","$8.79B","2013","Finance","Life Insurance","http://www.nasdaq.com/symbol/voya",
"IGA","Voya Global Advantage and Premium Opportunity Fund","10.97","$201.34M","2005","n/a","n/a","http://www.nasdaq.com/symbol/iga",
"IGD","Voya Global Equity Dividend and Premium Opportunity Fund","7.3","$712.11M","2005","n/a","n/a","http://www.nasdaq.com/symbol/igd",
"IDE","Voya Infrastructure, Industrials and Materials Fund","12.6","$249.54M","2010","n/a","n/a","http://www.nasdaq.com/symbol/ide",
"IID","Voya International High Dividend Equity Income Fund","6.5316","$54.87M","2007","n/a","n/a","http://www.nasdaq.com/symbol/iid",
"IRR","Voya Natural Resources Equity Income Fund","6.29","$143.2M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/irr",
"PPR","Voya Prime Rate Trust","5.03","$743.37M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ppr",
"VTTI","VTTI Energy Partners LP","19.36","$779.24M","2014","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/vtti",
"VMC","Vulcan Materials Company","103.38","$13.78B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/vmc",
"WTI","W&T Offshore, Inc.","3.67","$278.96M","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wti",
"WPC","W.P. Carey Inc.","61.58","$6.43B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wpc",
"WRB","W.R. Berkley Corporation","55.66","$6.86B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/wrb",
"WRB^B","W.R. Berkley Corporation","25.23","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wrb^b",
"GRA","W.R. Grace & Co.","97.82","$6.91B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gra",
"GWW","W.W. Grainger, Inc.","198.68","$12.47B","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/gww",
"WNC","Wabash National Corporation","12.86","$855.15M","1991","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/wnc",
"WBC","Wabco Holdings Inc.","106.26","$6.09B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/wbc",
"WDR","Waddell & Reed Financial, Inc.","37.89","$3.14B","1998","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/wdr",
"WAGE","WageWorks, Inc.","43.87","$1.58B","2012","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wage",
"WD","Walker & Dunlop, Inc.","30.17","$922.18M","2010","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wd",
"WMT","Wal-Mart Stores, Inc.","60.24","$193.13B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/wmt",
"DIS","Walt Disney Company (The)","118.67","$200.3B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/dis",
"WAC","Walter Investment Management Corp.","13.9","$525.45M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wac",
"WRE","Washington Real Estate Investment Trust","27.32","$1.86B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wre",
"WCN","Waste Connections, Inc.","54.75","$6.7B","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/wcn",
"WM","Waste Management, Inc.","54.03","$24.12B","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/wm",
"WAT","Waters Corporation","133.26","$10.88B","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/wat",
"WSO","Watsco, Inc.","127.73","$4.51B","n/a","Consumer Durables","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wso",
"WSO.B","Watsco, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wso.b",
"WTS","Watts Water Technologies, Inc.","55.61","$1.92B","1986","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/wts",
"WPP","Wausau Paper Corp.","10.24","$512.84M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/wpp",
"W","Wayfair Inc.","38.05","$3.2B","2014","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/w",
"WCIC","WCI Communities, Inc.","24.86","$648.82M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/wcic",
"WFT","Weatherford International plc","10.89","$8.48B","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/wft",
"WBS","Webster Financial Corporation","40.03","$3.67B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wbs",
"WBS.WS","Webster Financial Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wbs.ws",
"WBS^E","Webster Financial Corporation","26.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wbs^e",
"WEC","WEC Energy Group, Inc.","49.07","$15.49B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wec",
"WTW","Weight Watchers International Inc","26.41","$1.68B","2001","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/wtw",
"WRI","Weingarten Realty Investors","34.7","$4.3B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wri",
"WMK","Weis Markets, Inc.","41.84","$1.13B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/wmk",
"WCG","WellCare Health Plans, Inc.","82.56","$3.64B","2004","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/wcg",
"WFC","Wells Fargo & Company","55.22","$282.05B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wfc",
"WFC.WS","Wells Fargo & Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc.ws",
"WFC^J","Wells Fargo & Company","28.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^j",
"WFC^L","Wells Fargo & Company","1166","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^l",
"WFC^N","Wells Fargo & Company","24.9799","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^n",
"WFC^O","Wells Fargo & Company","24.8599","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^o",
"WFC^P","Wells Fargo & Company","25.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^p",
"WFC^Q","Wells Fargo & Company","25.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^q",
"WFC^R","Wells Fargo & Company","28.6289","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^r",
"WFC^T","Wells Fargo & Company","26.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^t",
"WFC^V","Wells Fargo & Company","25.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^v",
"WFE^A","Wells Fargo & Company","26.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfe^a",
"EOD","Wells Fargo Advantage Global Dividend Opportunity Fund","6.03","$296.44M","2007","n/a","n/a","http://www.nasdaq.com/symbol/eod",
"HCN","Welltower Inc.","62.46","$22.1B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hcn",
"HCN^I","Welltower Inc.","58.63","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcn^i",
"HCN^J","Welltower Inc.","26.33","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcn^j",
"WAIR","Wesco Aircraft Holdings, Inc.","13","$1.27B","2011","Capital Goods","Wholesale Distributors","http://www.nasdaq.com/symbol/wair",
"WCC","WESCO International, Inc.","47.06","$1.98B","1999","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/wcc",
"WST","West Pharmaceutical Services, Inc.","63.62","$4.59B","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/wst",
"WR","Westar Energy, Inc.","42.07","$5.95B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wr",
"WAL","Western Alliance Bancorporation","38.78","$3.97B","2005","Finance","Major Banks","http://www.nasdaq.com/symbol/wal",
"WEA","Western Asset Bond Fund","12.63","$150.11M","2002","n/a","n/a","http://www.nasdaq.com/symbol/wea",
"ESD","Western Asset Emerging Markets Debt Fund Inc","14.12","$434.81M","2003","n/a","n/a","http://www.nasdaq.com/symbol/esd",
"EMD","Western Asset Emerging Markets Income Fund, Inc","9.9","$283.44M","1992","n/a","n/a","http://www.nasdaq.com/symbol/emd",
"GDO","Western Asset Global Corporate Defined Opportunity Fund Inc.","16.42","$251.99M","2009","n/a","n/a","http://www.nasdaq.com/symbol/gdo",
"EHI","Western Asset Global High Income Fund Inc","8.95","$277.93M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ehi",
"GDF","Western Asset Global Partners Income Fund, Inc.","8.09","$126.1M","1993","n/a","n/a","http://www.nasdaq.com/symbol/gdf",
"HIX","Western Asset High Income Fund II Inc.","6.62","$570.67M","1998","n/a","n/a","http://www.nasdaq.com/symbol/hix",
"HIO","Western Asset High Income Opportunity Fund, Inc.","4.61","$385.8M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hio",
"HYI","Western Asset High Yield Defined Opportunity Fund Inc.","14.09","$321.02M","2010","n/a","n/a","http://www.nasdaq.com/symbol/hyi",
"IGI","Western Asset Investment Grade Defined Opportunity Trust Inc.","21","$226.04M","2009","n/a","n/a","http://www.nasdaq.com/symbol/igi",
"MHY","Western Asset Managed High Income Fund, Inc.","4.4361","$209.4M","1993","n/a","n/a","http://www.nasdaq.com/symbol/mhy",
"MMU","Western Asset Managed Municipals Fund, Inc.","14.25","$610.25M","1992","n/a","n/a","http://www.nasdaq.com/symbol/mmu",
"WMC","Western Asset Mortgage Capital Corporation","11.86","$497.17M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wmc",
"DMO","Western Asset Mortgage Defined Opportunity Fund Inc","23.26","$242.15M","2010","n/a","n/a","http://www.nasdaq.com/symbol/dmo",
"MTT","Western Asset Municipal Defined Opportunity Trust Inc","23.79","$287.04M","2009","n/a","n/a","http://www.nasdaq.com/symbol/mtt",
"MHF","Western Asset Municipal High Income Fund, Inc.","7.6","$164.16M","1988","n/a","n/a","http://www.nasdaq.com/symbol/mhf",
"MNP","Western Asset Municipal Partners Fund, Inc.","15.4901","$150.55M","1993","n/a","n/a","http://www.nasdaq.com/symbol/mnp",
"GFY","Western Asset Variable Rate Strategic Fund Inc.","15.89","$105.99M","2004","n/a","n/a","http://www.nasdaq.com/symbol/gfy",
"SBW","Western Asset Worldwide Income Fund Inc.","10.15","$132.13M","1993","n/a","n/a","http://www.nasdaq.com/symbol/sbw",
"WIW","Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2","10.351","$633.32M","2004","n/a","n/a","http://www.nasdaq.com/symbol/wiw",
"WIA","Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd","10.61","$309.31M","2003","n/a","n/a","http://www.nasdaq.com/symbol/wia",
"WGP","Western Gas Equity Partners, LP","43.23","$9.46B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wgp",
"WES","Western Gas Partners, LP","49.05","$6.86B","2008","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wes",
"WNRL","Western Refining Logistics, LP","23.66","$1.12B","2013","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/wnrl",
"WNR","Western Refining, Inc.","45.17","$4.23B","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/wnr",
"WU","Western Union Company (The)","18.8","$9.5B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wu",
"WAB","Westinghouse Air Brake Technologies Corporation","80.52","$7.77B","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/wab",
"WLK","Westlake Chemical Corporation","60.03","$7.84B","2004","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wlk",
"WLKP","Westlake Chemical Partners LP","15.99","$432.69M","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wlkp",
"WMLP","Westmoreland Resource Partners, LP","4.17","$23.82M","2015","Energy","Coal Mining","http://www.nasdaq.com/symbol/wmlp",
"WBK","Westpac Banking Corporation","22.94","$73.41B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/wbk",
"WRK","Westrock Company","50.28","$13.17B","2015","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/wrk",
"WHG","Westwood Holdings Group Inc","57.75","$497.45M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/whg",
"WEX","WEX Inc.","94.26","$3.64B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wex",
"WY","Weyerhaeuser Company","32.28","$16.48B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wy",
"WY^A","Weyerhaeuser Company","53.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wy^a",
"WGL","WGL Holdings Inc","62.27","$3.1B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/wgl",
"WHR","Whirlpool Corporation","166.82","$13.04B","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/whr",
"WTM","White Mountains Insurance Group, Ltd.","779.64","$4.43B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/wtm",
"WSR","Whitestone REIT","12.19","$328.96M","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wsr",
"WWAV","Whitewave Foods Company (The)","41.38","$7.29B","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/wwav",
"WLL","Whiting Petroleum Corporation","17.17","$3.51B","2003","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wll",
"WHZ","Whiting USA Trust II","1.22","$22.45M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/whz",
"WG","Willbros Group, Inc.","2.8","$173.82M","1996","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/wg",
"WMB","Williams Companies, Inc. (The)","36.44","$27.32B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wmb",
"WPZ","Williams Partners LP","28.6","$17.19B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wpz",
"WSM","Williams-Sonoma, Inc.","64.01","$5.81B","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/wsm",
"WSH","Willis Group Holdings Limited","46.11","$8.31B","2001","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/wsh",
"WGO","Winnebago Industries, Inc.","21.52","$580.66M","n/a","Consumer Non-Durables","Homebuilding","http://www.nasdaq.com/symbol/wgo",
"FUR","Winthrop Realty Trust","13.52","$492.47M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fur",
"WIT","Wipro Limited","11.78","$28.92B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wit",
"WNS","WNS (Holdings) Limited","30.49","$1.56B","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wns",
"WWW","Wolverine World Wide, Inc.","19.17","$1.97B","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/www",
"WF","Woori Bank","25.63","$5.75B","2014","Finance","Commercial Banks","http://www.nasdaq.com/symbol/wf",
"WDAY","Workday, Inc.","83.35","$16B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/wday",
"WK","Workiva Inc.","18.04","$735.81M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/wk",
"INT","World Fuel Services Corporation","43.98","$3.11B","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/int",
"WPT","World Point Terminals, LP","12.86","$448.31M","2013","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/wpt",
"WWE","World Wrestling Entertainment, Inc.","17.1","$1.3B","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/wwe",
"WOR","Worthington Industries, Inc.","30.3","$1.95B","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/wor",
"WPG","WP Glimcher Inc.","10.94","$2.03B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wpg",
"WPG^H","WP Glimcher Inc.","25.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wpg^h",
"WPG^I","WP Glimcher Inc.","25.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wpg^i",
"WPX","WPX Energy, Inc.","8.75","$2.41B","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wpx",
"WPXP","WPX Energy, Inc.","44.14","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wpxp",
"WX","Wuxi Pharmatech (Cayman) Inc.","45.66","$3.24B","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/wx",
"WYN","Wyndham Worldwide Corp","75.98","$8.82B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/wyn",
"XTLY","Xactly Corporation","9.21","$268.47M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/xtly",
"XEL","Xcel Energy Inc.","35.5","$18.02B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/xel",
"XHR","Xenia Hotels & Resorts, Inc.","16.74","$1.87B","2015","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/xhr",
"XRM","Xerium Technologies, Inc.","11.7","$184.15M","2005","Basic Industries","Textiles","http://www.nasdaq.com/symbol/xrm",
"XRX","Xerox Corporation","10.59","$10.72B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/xrx",
"XIN","Xinyuan Real Estate Co Ltd","3.43","$252.21M","2007","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/xin",
"XL","XL Group plc","37.84","$11.27B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/xl",
"XOXO","XO Group, Inc.","16.95","$445.08M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/xoxo",
